slope,distance_to_water,soil_suitability,suitable
7.02,831.12,5,1
2.63,186.55,3,1
8,5000,5,1
6.88,3240.42,1,0
4.4,1739.12,5,1
28.5,1876.73,8,1
5.07,2092.48,3,1
11.25,4719.2,6,1
5.8,461.37,7,1
1.36,1016.17,2,0
4.13,1131.6,8,1
22.42,1049.57,8,1
17.02,1321.97,6,1
0.71,1453.64,1,0
4.38,1735.64,7,1
15.08,962.94,8,1
1.77,226.06,8,1
17.48,822.94,4,1
3.75,3135.58,1,0
12.33,1643.96,3,1
23.19,483.03,2,1
10.13,289.22,5,1
8.95,941.49,7,1
3.16,2164.27,5,1
12.41,723.77,7,1
11.3,950.8,2,1
21.9,729.71,6,1
25.26,1542.41,2,0
22.25,565.61,4,1
13.68,1440.67,5,1
16.2,3982.39,5,1
7.74,1221.69,2,1
8.46,1495.32,7,1
13.97,151.53,5,1
5.3,2200.75,6,1
13.95,1027.35,3,1
11.97,1280.88,6,1
14.28,2080.51,5,0
18.36,3592.9,6,1
26.13,2408.26,3,0
15.37,1037.42,3,1
16.82,3108.01,6,1
16.64,2800.7,5,1
4.29,2107.68,4,0
13.88,431.87,7,1
9.02,1135.11,5,1
13.46,1719.6,5,1
15.92,5000,2,0
12.16,5000,6,1
19.78,204.07,2,0
21.08,4270.63,8,1
18.06,621.57,1,0
3.53,2978.35,9,1
24.27,2217.83,7,1
9.82,4150.93,6,1
12.53,469.66,4,1
10.25,932.82,5,1
24.96,504.8,6,1
5.41,1276.15,4,1
8.69,1018.19,3,1
8.58,1138.02,4,1
11.44,1199.97,1,0
16.1,5000,8,1
22.69,1593.18,6,1
22.23,3564.45,10,1
8.71,1320.77,5,1
11.24,1405.71,3,0
15.14,2379.98,7,1
9.31,475.67,9,1
8.05,2007.32,7,1
11.02,3127.95,1,0
9.43,726.78,6,1
8.25,3231.69,5,0
12.34,1358.21,6,1
19.16,973.69,6,1
16.95,1180.92,3,1
7.05,1185.27,4,1
9.1,3218.13,5,1
21.88,1564.14,6,1
6.64,1485.25,4,1
5.85,3167.56,3,1
16.46,1076.88,6,1
10.28,560.28,8,1
26.47,3387.69,8,1
3.5,693.61,6,1
14.87,1810.52,3,0
12.33,2006.86,9,1
5.71,1873.87,4,0
19.23,1021.68,2,1
15.1,1301.12,1,0
12.82,958.11,4,1
9.37,947.22,5,1
4.35,315.64,1,1
16.85,372.52,6,1
13.67,2642.29,1,0
2.94,851.35,5,1
20.26,937.04,3,1
23.65,1770.59,7,1
10.44,1631.62,9,1
23.06,933.89,2,0
5.6,201.56,5,1
9.66,1250.14,8,1
6.14,195.49,8,1
5.94,1827.68,8,1
7.89,2250.08,2,0
22.68,2173.71,8,1
17.99,1427.48,2,0
5.94,1038.83,8,1
18.84,935.85,5,1
18.09,686.46,8,1
12.15,148.8,6,1
4.41,709.47,5,1
10.46,765.68,8,1
1.33,1231.33,3,1
16.49,1008.29,4,1
18.24,3500.5,5,0
5.72,900.76,3,1
12.61,3229.84,9,1
21.97,1383.82,2,1
8.98,969.03,7,1
9.31,520.06,7,1
15.87,1647.01,5,0
9.35,516.55,6,1
6.31,2658.85,8,1
9.92,617.98,7,1
6.19,998.8,10,1
9.34,1361.29,9,1
26.57,3587,4,0
11.02,2678.87,2,0
13.34,845.72,4,1
10.85,1915.42,6,1
8.98,1321.54,3,1
12.74,439,5,1
10.98,4198.73,5,0
11.28,3605.48,9,1
9.8,838.08,7,1
1.47,1690.62,5,1
5.89,1604.9,6,1
7.88,1866,3,1
5.08,489.57,9,1
5.74,1154.2,5,1
16.19,298.15,3,1
13.44,2569.42,8,1
7.42,627.29,1,0
22.67,868.78,6,0
19,437.49,7,1
8.91,1291.51,2,1
10.65,927.8,4,1
12.41,515.97,5,1
13.61,229.9,7,1
4.18,344.22,9,1
5.19,1110.56,8,1
14.27,371.06,6,1
5.57,2131.14,5,1
19.52,1232.52,1,0
10.66,2953.8,6,1
5.07,1365.36,5,1
9.96,2024.92,5,1
9.49,4767.65,6,0
7.24,1918.92,6,1
8.22,288.16,8,1
4.7,1717.96,7,1
18.55,335.61,1,1
3.82,787.54,7,1
21.46,1039.46,4,0
29.79,1019.94,1,0
28.96,1031.79,6,1
9.63,1997.41,5,1
1.46,2723.21,6,1
6.18,262.98,5,1
15.01,604.69,5,1
5.35,1280.66,8,1
17.3,787.81,6,1
18.93,1573.67,8,1
22.27,913.65,1,0
11.33,2204.7,4,0
9.98,2758.42,5,1
17.9,2639.25,10,1
19.15,1582.36,8,1
21.37,1339.61,2,0
10.35,39.62,4,1
16.32,328.71,6,1
13.1,574.86,2,1
4.75,2214.45,7,1
10.87,664.86,6,1
19.63,1842.72,5,1
4.42,4950.38,6,1
4.84,2156.46,5,1
18.93,627.4,4,1
3.84,2829.05,4,0
16.13,1615.95,9,1
9.81,1325.98,4,1
15.42,1591.28,6,1
2.28,749.55,2,0
3.96,2242.96,9,1
10.87,728.44,6,1
8.95,413.26,7,1
12.28,1979.56,2,0
19.04,1112.04,7,1
5.85,2209.63,5,1
5.66,789.33,1,0
19.63,918.28,6,1
12.57,1129.12,6,1
24.44,840.06,9,1
19.74,2445.98,5,1
7.09,705.46,6,1
9.75,2794.23,8,1
19.07,377.05,9,1
11.87,2634.06,3,1
9.07,317.67,1,0
4.66,1330.5,6,1
18.14,906.21,2,0
7.67,933.46,4,1
5.29,1075.64,6,1
11.38,1235.27,8,1
8.67,2862.23,5,0
13.96,1474.14,2,0
12.32,796.91,3,1
7.39,355.84,7,1
4.25,686.1,6,1
17.31,997.52,4,1
14.05,1064.81,1,0
12.75,2785.89,7,1
13.15,980.33,6,1
9.03,343.51,6,1
11.09,182.36,3,1
10.4,1412.22,7,1
11.13,766.73,5,1
1.33,1319.06,1,1
8.44,1177.51,6,1
1.76,648.47,4,1
21.8,650.62,4,0
16.47,2827.15,6,1
8.6,404.74,8,1
8.92,714.28,5,0
2.44,504.67,5,1
24.28,986.08,3,1
4.64,2631.08,3,0
11.45,1466.28,5,1
19.16,718.15,5,1
10.7,1441.61,6,1
3.87,1003.36,2,1
24.24,2297.33,3,0
3.23,2855.1,5,1
21.21,860.62,2,1
6.25,2402.33,5,1
10.59,458.04,3,1
13.93,216.41,7,1
4.77,2975.46,7,1
6.8,1762.75,4,1
15.08,5000,5,0
17.3,610.39,5,1
3.4,3185.07,5,1
22.52,265.87,4,1
20.75,4074.36,6,1
5.89,1062.84,6,1
12.98,2287.73,8,1
6.74,1213.42,9,1
18.95,356.09,6,1
7.03,1032.59,7,1
3.59,1062.23,8,1
5.5,1371.13,5,1
0.4,882.25,4,1
6.83,1057.24,6,1
13.38,288.89,3,1
10.39,1145.68,7,1
12.83,2617.88,4,1
6.45,1465.33,7,1
11.82,1484.59,6,1
22.51,1247.95,9,1
16.71,4139.78,4,0
16.26,3783.65,8,1
19.69,330.69,6,1
15.85,848.21,6,1
7.5,2268.39,4,1
15.87,504.32,5,1
4.05,3319.95,5,0
23.16,2047.44,4,1
16.76,506.41,3,0
13.56,156.07,8,1
7.27,5000,1,0
17.46,1511.21,6,1
10.74,1185.53,5,1
25.79,1125.14,8,1
16.16,5000,4,0
4.39,340.28,4,1
4.58,454.71,7,1
7.47,1970.92,8,1
2.09,1220.29,4,1
27.47,639.36,7,1
11.08,954.26,4,1
8.25,749.9,5,1
17.42,3118.1,3,0
7.18,686.11,4,1
5.38,1680.81,8,1
5.26,1619.09,2,1
11.6,1419.77,6,1
30.78,1459.62,7,1
10.85,964.67,10,1
11.77,3384.93,2,0
2.27,999.66,5,1
21.89,1117.93,6,1
20.06,3474.31,7,1
11.51,1192.98,6,1
10.77,2266.26,7,1
17.16,2130.17,10,1
0.33,623.89,5,1
5.22,2735.15,6,1
15.04,1762.39,5,1
11.21,536.08,8,1
20.88,76.14,9,1
22.22,517.43,9,1
16.39,1281.76,7,1
7.41,846.35,1,1
3.21,280.94,1,1
8.37,342.36,7,1
10.06,4089.3,5,1
18.5,536,3,1
7.62,51.46,2,0
15.72,112.3,5,1
1.47,2648.98,8,1
3.97,1255.94,6,1
26.47,2378.84,8,1
19.77,625.33,2,0
11.68,694.5,9,1
14.84,1532.39,4,1
12.01,2114.79,7,1
7.3,1637.2,6,0
5.24,2780.36,10,1
4.05,1843.65,4,0
3.15,214.47,4,1
11.12,1625.14,4,0
23.51,1702.88,7,1
4.86,396.84,6,1
21.08,1799.65,3,0
11.47,547.55,6,1
8.82,2120.61,8,1
9.47,2860.06,1,1
19.71,434.97,2,1
14.88,1723.23,4,0
10.59,1885.89,6,1
16.51,754,3,0
8.38,2824.94,7,0
5.66,3947,4,0
6.28,453.31,5,1
10.1,2513.73,6,1
8.13,255.57,7,1
8.15,2730.78,5,1
7.05,1495.07,4,1
28.18,946.28,3,0
14.81,443.9,5,1
4.45,884.92,5,1
16.56,1598.8,3,0
21.81,3095.29,1,0
8.86,1240.36,7,1
26.27,3809.67,6,0
16.79,1301.78,5,1
12.93,1204.51,9,1
10.06,723.07,1,1
9.49,1462.56,4,1
26.26,755.74,5,1
8.02,2540.32,6,1
14.22,262.89,4,1
5.53,1630.06,3,1
11.37,803.77,7,1
1.31,1713.24,7,1
3.61,891.74,4,1
15.35,2936.56,8,1
7.12,1599.86,5,1
11.4,928.15,3,1
5.59,1049.45,3,0
10.11,1069.78,2,0
12.32,1432.13,7,1
5.52,4277.6,7,1
15.53,2388.92,9,1
5.92,744.76,4,1
11.08,535.95,2,1
7.7,894.07,8,1
28.87,653.58,2,0
19.53,1046.3,6,1
11.07,4692.03,7,1
21.11,1336.81,5,0
4.54,1651.77,6,1
19.59,170.9,1,1
7.74,161.11,8,1
13.06,637.32,4,0
26.14,498.73,7,1
11.95,768.34,4,1
18.59,1265.35,6,1
10.99,1123.28,6,1
4.02,2569.79,7,1
17.66,2914.87,5,0
18.94,4245.81,1,0
16.23,2474.89,10,1
5.28,1046.18,6,1
8.26,2619.25,7,1
17.21,3394.11,5,1
1.06,250.46,8,1
9.92,1055.71,6,1
9.28,2680.53,7,1
4.18,4099.69,1,0
9.96,65.28,3,0
15.59,1958.55,4,1
11.51,2398.99,7,1
6.79,1260.59,4,1
15.79,1556.84,6,1
11.61,3976.27,4,1
20.44,1571.92,3,0
6.37,1777.99,6,1
4.37,3171.99,7,1
6.07,508.57,1,1
15.21,292.12,3,0
2.79,592.29,7,1
14.95,1983.66,3,1
9.54,129.66,6,1
7.49,2167.4,7,1
7.5,909.69,3,1
22.11,1249.8,3,0
7.5,108.56,4,1
14.87,745.26,6,1
17.1,1371.62,7,1
22.07,1913.41,4,1
7.11,1983.39,8,1
19.11,1544.95,4,0
13.77,3984.41,6,1
2.21,1128.72,7,1
9.3,2503.69,1,0
19.81,843.54,3,1
10.82,4403.6,4,0
14.92,1068.15,7,1
3.55,1304.42,10,1
9.79,3027.8,3,1
16.37,432.04,10,1
31.04,2572.22,7,1
10.95,977.39,5,1
13.4,568.27,3,0
12.77,3840.15,6,1
15.48,2039.5,4,1
14.31,740.46,7,1
11.97,1341.43,10,1
9.1,2329.76,7,1
7.36,1307.74,8,1
21.35,1524.03,4,1
15.58,1434.78,4,1
10.79,979.2,2,1
9.06,527.27,6,1
17.55,3399.11,3,0
19.94,1769.93,9,1
13.73,685.89,6,1
13.53,2402.55,6,1
5.55,3221.74,5,1
8.52,1752.44,3,0
5.54,1229.25,3,0
5.95,1450.15,8,1
3.99,451.44,6,1
7.25,1812.54,1,0
27.02,2619.94,5,0
7.71,3357.1,5,1
23.4,1863.26,6,1
19.73,161.3,4,1
22.87,2101.6,4,1
2.44,235.71,4,1
23.41,3039.9,2,0
7.11,1078.47,5,1
8.42,3850.63,5,0
6.99,275.71,2,1
31.64,4014.54,6,0
9.98,702.08,7,1
12.1,1533.78,5,1
13.14,1181.89,3,0
29.52,559.5,3,1
18.42,2243.13,4,0
12.84,1617.85,6,1
23.51,493.64,6,1
11.25,946.24,6,1
8.02,5000,9,1
4.43,867.15,7,1
13.39,1025.14,1,0
7.11,4366.36,4,1
7.68,72.99,5,1
24.82,414.95,6,0
16.33,441.71,6,1
16.33,2532.84,8,1
19.48,928.07,2,0
22.39,3014.97,6,0
20.46,2156.76,2,0
10.96,400.03,7,1
10.33,3729.93,5,1
13.03,5000,3,0
6.33,707.5,7,1
22.45,3181.38,10,1
4.83,3212.87,4,0
14.1,1288.76,3,1
11.6,567.59,5,1
18.24,1738.56,6,1
2.71,1276.66,7,1
3.14,4381.37,7,1
15.04,3355.71,3,0
11.76,1648.57,6,1
13.44,2453.54,2,0
5.29,2393.61,6,1
3.95,110.04,9,1
4.22,974.07,6,1
2.31,2216.7,8,1
14.64,2520.13,2,0
3.35,1836.52,8,1
12.79,2104.11,1,1
13.71,3613.55,5,1
6.01,1916.66,3,0
19.46,1778.42,4,1
3.53,701.87,4,1
25.27,2051.24,4,0
18.86,1407.08,6,1
6.93,810.29,6,1
3.95,3302.67,5,1
6.99,899.21,3,1
36.49,1981.58,3,0
9.41,3443.79,6,1
15.55,3004.23,5,0
11.35,721.87,5,1
13.22,2534.65,8,1
18.9,715.78,8,1
9.04,612.65,10,1
21.39,1166.95,5,1
27.77,1737.08,9,1
2.12,1683.61,6,1
19.62,1581.32,1,0
35.45,4258.19,9,0
14.55,862.5,5,1
9.58,356.97,9,1
10.91,1842.25,6,1
16.24,1610.93,5,1
8.81,5000,6,0
15.78,1172.26,8,1
13.06,2385.58,4,0
13.6,254.26,6,1
8.74,676.02,4,1
13.84,1899.96,5,1
11.85,1602.49,2,1
3.16,2629.22,1,0
9.81,1157.88,7,1
13.12,112.4,2,1
25.81,124,5,1
32.11,797.76,9,1
7.69,1979.66,2,0
11.52,1632.68,9,1
22,598.22,7,1
22.76,2830.63,6,0
6.93,3553.73,10,1
12.73,1841.23,4,1
10.81,1384.83,2,0
5.06,3868.95,8,1
13.58,3940.61,2,0
22.76,1663.83,3,1
9.31,328.05,4,1
5.25,738.72,4,1
15.74,1281.51,5,1
